City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
314,Semnan,IR,4/27/22 17:28,35.5729,53.3971,66.04,45,0,2.3
315,Bentiu,SS,4/27/22 17:28,9.2333,29.8333,99.54,16,57,3.51
316,Turinskaya Sloboda,RU,4/27/22 17:28,57.6232,64.3858,59.74,71,95,9.46
317,Shyroke,UA,4/27/22 17:28,47.6917,33.2571,58.42,52,5,6.53
318,Airai,TL,4/27/22 17:28,-8.9266,125.4092,60.4,94,58,0.69
319,Faanui,PF,4/27/22 17:28,-16.4833,-151.75,81.68,74,5,20.18
320,Guangyuan,CN,4/27/22 17:28,32.442,105.823,53.33,93,100,10.11
321,Manutuke,NZ,4/27/22 17:28,-38.6833,177.9167,53.83,86,91,6.51
322,Alakurtti,RU,4/27/22 17:28,66.9672,30.3491,28.31,66,100,9.73
323,Rio Gallegos,AR,4/27/22 17:28,-51.6226,-69.2181,44.65,65,40,21.85
324,Meulaboh,ID,4/27/22 17:28,4.1363,96.1285,78.82,87,98,2.68
325,Hami,CN,4/27/22 17:28,42.8,93.45,61.12,26,5,4.36
326,Kurchum,KZ,4/27/22 17:28,48.5722,83.6542,51.17,43,59,4.65
327,Bemidji,US,4/27/22 17:28,47.4736,-94.8803,42.89,34,0,11.5
328,Amarpur,IN,4/27/22 17:28,25.0333,86.9,87.33,26,0,8.99
329,Emerald,AU,4/27/22 17:28,-23.5333,148.1667,68.14,94,75,8.05
330,Masallatah,LY,4/27/22 17:28,32.6167,14,65.55,62,71,19.71
331,Bitung,ID,4/27/22 17:28,1.4451,125.1824,77.85,92,100,4.05
332,Lazaro Cardenas,MX,4/27/22 17:28,17.9583,-102.2,87.35,37,3,7.4
333,Kalmar,SE,4/27/22 17:28,56.6616,16.3616,44.15,69,0,8.05
334,Asfi,MA,4/27/22 17:28,32.2994,-9.2372,65.21,66,14,21.3
335,Karachi,PK,4/27/22 17:23,24.9056,67.0822,85.82,54,20,11.5
336,Saldanha,ZA,4/27/22 17:28,-33.0117,17.9442,64.45,76,8,13.82
337,Tura,IN,4/27/22 17:28,25.5198,90.2201,74.34,76,0,6.98
338,Ribeira Grande,PT,4/27/22 17:28,38.5167,-28.7,66.6,88,40,17.27
339,High Rock,BS,4/27/22 17:28,26.6208,-78.2833,78.82,65,49,4.68
340,Nemuro,JP,4/27/22 17:28,43.3236,145.575,42.37,54,2,23.06
341,Podor,MR,4/27/22 17:28,16.6527,-14.9587,102.15,17,0,2.3
342,Una,IN,4/27/22 17:28,20.8167,71.0333,88.93,33,2,8.75
343,Arman,RU,4/27/22 17:28,59.7,150.1667,21.69,69,100,15.23
344,Jibuti,DJ,4/27/22 17:28,11.5,42.5,80.31,67,36,14.18
345,Kutum,SD,4/27/22 17:28,14.2,24.6667,91.26,15,77,11.16
346,Leirvik,NO,4/27/22 17:28,59.7798,5.5005,49.62,61,0,23.02
347,Eureka,US,4/27/22 17:27,40.8021,-124.1637,55.13,76,32,5.99
348,Orocue,CO,4/27/22 17:28,4.7912,-71.3354,80.33,77,100,6.35
349,Sitka,US,4/27/22 17:28,57.0531,-135.33,44.49,81,75,0
350,Butembo,CD,4/27/22 17:28,0.15,29.2833,58.89,97,94,2.84
351,Cidreira,BR,4/27/22 17:28,-30.1811,-50.2056,84.97,57,0,6.82
352,Ciudad Bolivar,VE,4/27/22 17:28,8.1222,-63.5497,79.72,73,100,4.68
353,Port Augusta,AU,4/27/22 17:28,-32.5,137.7667,65.66,73,100,7.38
354,San Pedro,PH,4/27/22 17:28,14.35,121.0167,83.43,78,40,9.15
355,Senneterre,CA,4/27/22 17:28,48.3835,-77.2328,29.17,75,100,13.06
356,Barcelos,PT,4/27/22 17:27,41.5388,-8.6151,63.91,69,30,8.72
357,Zyryanka,RU,4/27/22 17:28,65.75,150.85,16.84,95,100,9.86
358,Orje,NO,4/27/22 17:28,59.4802,11.6602,50.85,35,99,4.65
359,Nizwa,OM,4/27/22 17:28,22.9333,57.5333,91,21,67,4.14
360,Kantemirovka,RU,4/27/22 17:28,49.7089,39.8592,52.92,77,57,10.2
361,Breves,BR,4/27/22 17:29,-1.6822,-50.4803,82.26,84,96,4.07
362,Lakeway,US,4/27/22 17:29,30.3638,-97.9796,77.52,64,100,7
363,Labuhan,ID,4/27/22 17:29,-6.8844,112.2051,79.86,83,96,1.79
364,Tromso,NO,4/27/22 17:29,69.6496,18.957,30.22,69,100,17.27
365,Halifax,CA,4/27/22 17:27,44.6453,-63.5724,48.09,90,100,13.8
366,Salalah,OM,4/27/22 17:29,17.0151,54.0924,84.29,74,0,4.61
367,Chicama,PE,4/27/22 17:29,-7.8447,-79.1469,64.94,69,90,7.81
368,Ust-Maya,RU,4/27/22 17:29,60.4167,134.5333,18.09,96,34,3.13
369,Kindu,CD,4/27/22 17:29,-2.95,25.95,71.94,86,97,3.4
370,Kyra,RU,4/27/22 17:29,49.5776,111.9753,32.49,48,48,3.58
371,Clyde River,CA,4/27/22 17:29,70.4692,-68.5914,1.63,85,75,10.36
372,Jumla,NP,4/27/22 17:29,29.2747,82.1838,54.5,46,9,4.63
373,Dubbo,AU,4/27/22 17:29,-32.25,148.6167,60.93,100,75,8.05
374,Adrar,MR,4/27/22 17:29,20.5022,-10.0711,88.12,10,0,10.78
375,Lumphat,KH,4/27/22 17:29,13.4878,106.9816,79.72,77,24,2.86
376,Svetlogorsk,BY,4/27/22 17:29,52.6333,29.7333,46.9,68,80,5.77
377,Talnakh,RU,4/27/22 17:29,69.4865,88.3972,29.21,85,100,24.87
378,Zambezi,ZM,4/27/22 17:29,-13.5432,23.1047,68.61,67,8,5.5
379,Constitucion,CL,4/27/22 17:29,-35.3333,-72.4167,57.07,73,54,8.88
380,Tatawin,TN,4/27/22 17:29,32.9297,10.4518,68.11,50,100,23.49
381,Ternate,ID,4/27/22 17:29,0.8,127.4,79.75,82,100,3.58
382,Jati,PK,4/27/22 17:29,24.3539,68.2671,85.62,55,0,12.77
383,Kieta,PG,4/27/22 17:29,-6.2167,155.6333,79.38,85,67,0.89
384,Motygino,RU,4/27/22 17:29,58.1831,94.7592,25.63,96,45,2.15
385,Tabuk,PH,4/27/22 17:29,17.4189,121.4443,74.88,84,53,4.7
386,Beringovskiy,RU,4/27/22 17:29,63.05,179.3167,31.1,99,100,4.72
387,Winslow,US,4/27/22 17:26,35.0242,-110.6974,73.58,9,0,20.71
388,Snezhnogorsk,RU,4/27/22 17:29,69.1933,33.2531,29.98,64,100,21.56
389,Cubara,CO,4/27/22 17:29,7.0008,-72.1085,74.64,94,100,0.49
390,Canapi,BR,4/27/22 17:29,-9.1174,-37.6012,85.06,53,90,9.73
391,Komsomolskiy,UZ,4/27/22 17:29,40.4272,71.7189,63.32,77,0,4.61
392,Christchurch,NZ,4/27/22 17:29,-43.5333,172.6333,52.95,87,100,2.3
393,Dera Bugti,PK,4/27/22 17:29,29.0307,69.151,89.76,12,0,2.13
394,Bayangol,RU,4/27/22 17:29,50.6977,103.4656,28,73,36,3.91
395,Kunda,IN,4/27/22 17:29,25.7167,81.5167,93.61,10,0,6.82
396,Owosso,US,4/27/22 17:29,42.9978,-84.1766,37.8,69,100,10.36
397,Havelock,US,4/27/22 17:29,34.8791,-76.9013,69.94,56,20,6.91
398,Kurilsk,RU,4/27/22 17:29,45.2333,147.8833,36.9,82,74,27.92
399,Ammon,US,4/27/22 17:29,43.4696,-111.9666,54.1,58,75,11.5
400,Yavas,RU,4/27/22 17:29,54.4159,42.8491,45.12,90,94,9.93
401,Praia Da Vitoria,PT,4/27/22 17:29,38.7333,-27.0667,68.25,88,75,22.12
402,Farias Brito,BR,4/27/22 17:29,-6.9306,-39.5656,88.48,31,44,6.64
403,Luang Prabang,LA,4/27/22 17:30,19.8856,102.1347,75.27,84,72,1.48
404,Uniontown,US,4/27/22 17:30,39.9001,-79.7164,52.14,31,97,5.99
405,Alice Springs,AU,4/27/22 17:30,-23.7,133.8833,71.15,40,12,5.75
406,Along,IN,4/27/22 17:30,28.1667,94.7667,66.51,78,68,2.46
407,Comodoro Rivadavia,AR,4/27/22 17:31,-45.8667,-67.5,44.46,49,20,11.5
408,Bulembu,SZ,4/27/22 17:31,-25.9667,31.1333,52.79,79,33,1.5
409,Pathein,MM,4/27/22 17:31,16.7833,94.7333,80.85,82,6,7.25
410,Necochea,AR,4/27/22 17:30,-38.5473,-58.7368,60.71,37,0,10.96
411,Bosaso,SO,4/27/22 17:31,11.2842,49.1816,83.46,72,9,3.09
412,San Andres,CO,4/27/22 17:31,12.5847,-81.7006,84.22,74,40,16.11
413,Kamariotissa,GR,4/27/22 17:31,40.4833,25.4667,62.69,74,0,8.21
414,Weligama,LK,4/27/22 17:31,5.9667,80.4167,80.73,83,22,3.42
415,Ishigaki,JP,4/27/22 17:31,24.3448,124.1572,78.93,94,75,5.75
416,Aksarka,RU,4/27/22 17:31,66.5606,67.7975,15.46,88,7,4.68
417,Chajul,GT,4/27/22 17:31,15.4853,-91.0342,75.24,49,48,6.76
418,Kruisfontein,ZA,4/27/22 17:31,-34.0033,24.7314,62.89,76,0,5.93
419,Xichang,CN,4/27/22 17:31,27.8964,102.2634,62.62,56,2,2.57
420,Alta Floresta,BR,4/27/22 17:31,-9.8756,-56.0861,85.26,63,58,4.16
421,Enger,DE,4/27/22 17:31,52.1333,8.5667,60.1,59,52,4
422,Xiongyue,CN,4/27/22 17:31,40.1774,122.1228,49.24,48,82,2.1
423,Yangambi,CD,4/27/22 17:31,0.8102,24.4336,70.9,95,87,1.1
424,Puerto Escondido,MX,4/27/22 17:31,15.85,-97.0667,89.1,50,5,9.13
425,Asyut,EG,4/27/22 17:31,27.181,31.1837,93.38,11,0,13.27
426,North Bend,US,4/27/22 17:30,43.4065,-124.2243,54.25,83,0,4.61
427,Alekseyevsk,RU,4/27/22 17:31,57.8406,108.3492,29.1,88,96,9.06
428,Umm Lajj,SA,4/27/22 17:31,25.0213,37.2685,82.47,55,0,5.95
429,Ayan,RU,4/27/22 17:31,56.45,138.1667,28.98,79,100,10.38
430,Vostok,RU,4/27/22 17:31,46.4856,135.8833,27.09,82,57,9.1
431,Edea,CM,4/27/22 17:31,3.8,10.1333,71.92,98,93,1.77
432,Torrington,US,4/27/22 17:26,41.8007,-73.1212,54.79,59,82,10
433,Takoradi,GH,4/27/22 17:31,4.8845,-1.7554,81.64,81,57,13
434,Sorong,ID,4/27/22 17:31,-0.8833,131.25,77.9,90,100,3.4
435,Nadvoitsy,RU,4/27/22 17:31,63.8667,34.3167,23.23,80,99,0.83
436,Turmalina,BR,4/27/22 17:31,-17.2856,-42.73,84.63,34,5,8.84
437,Tomatlan,MX,4/27/22 17:31,19.9333,-105.25,91.69,38,1,9.26
438,Mahad,IN,4/27/22 17:31,18.0833,73.4167,86.81,44,17,0.31
439,Boddam,GB,4/27/22 17:31,57.4667,-1.7833,50.43,68,37,7.7
440,Gravdal,NO,4/27/22 17:31,68.1214,13.5031,37.29,56,40,5.75
441,Lavrentiya,RU,4/27/22 17:31,65.5833,-171,14.14,95,59,5.01
442,Bilma,NE,4/27/22 17:31,18.6853,12.9164,95.02,7,4,8.88
443,Dossor,KZ,4/27/22 17:31,47.5272,52.9811,71.49,30,97,10.36
444,Slave Lake,CA,4/27/22 17:31,55.2834,-114.769,33.78,100,100,4.61
445,Oussouye,SN,4/27/22 17:31,12.485,-16.5469,98.78,46,30,13.13
446,Dunedin,NZ,4/27/22 17:31,-45.8742,170.5036,52.81,72,3,1.99
447,Tuatapere,NZ,4/27/22 17:31,-46.1333,167.6833,44.91,92,7,3.51
448,Olhao,PT,4/27/22 17:31,37.0286,-7.8411,70.09,76,20,16.11
449,Hamilton,US,4/27/22 17:31,39.1834,-84.5333,58.98,49,0,7
450,Kirovskiy,RU,4/27/22 17:31,45.0917,133.5136,36.1,60,24,5.08
451,Chapais,CA,4/27/22 17:31,49.7834,-74.8492,28.18,85,100,13.69
452,Lae,PG,4/27/22 17:31,-6.7221,146.9847,75.92,89,99,6.06
453,Catamarca,AR,4/27/22 17:31,-28.4696,-65.7852,78.58,41,27,8.99
454,Qaqortoq,GL,4/27/22 17:32,60.7167,-46.0333,41.58,73,100,1.03
455,Dwarka,IN,4/27/22 17:32,22.2394,68.9678,83.17,74,0,9.73
456,Rio Grande,BR,4/27/22 17:28,-32.035,-52.0986,66.31,79,75,11.77
457,Khandagayty,RU,4/27/22 17:32,50.7333,92.05,35.2,65,70,8.48
458,Naze,JP,4/27/22 17:32,28.3667,129.4833,70.72,87,100,9.66
459,Luxor,EG,4/27/22 17:32,25.6989,32.6421,91.45,17,0,4.61
460,Aykhal,RU,4/27/22 17:32,66,111.5,8.6,95,99,4.43
461,Matadi,CD,4/27/22 17:32,-5.8167,13.45,80.46,82,90,1.99
462,La Asuncion,VE,4/27/22 17:32,11.0333,-63.8628,80.33,89,100,11.5
463,Tombouctou,ML,4/27/22 17:32,20,-3,87.69,8,0,7.99
464,Bathurst,AU,4/27/22 17:32,-33.4166,149.5806,58.82,99,100,2.13
465,Were Ilu,ET,4/27/22 17:32,10.6,39.4333,55.13,75,97,6.4
466,Maniitsoq,GL,4/27/22 17:32,65.4167,-52.9,32.54,98,100,30.53
467,Okha,RU,4/27/22 17:32,53.5739,142.9478,25.66,91,100,32.28
468,Pangnirtung,CA,4/27/22 17:32,66.1451,-65.7125,6.8,66,20,4.61
469,Ust-Kulom,RU,4/27/22 17:32,61.6864,53.6902,39.65,94,88,2.68
470,Mattru,SL,4/27/22 17:32,7.6244,-11.8332,85.01,66,97,6.8
471,Tazovskiy,RU,4/27/22 17:32,67.4667,78.7,33.67,92,100,13.58
472,Ambatofinandrahana,MG,4/27/22 17:32,-20.55,46.8,59.34,96,98,3.49
473,Huarmey,PE,4/27/22 17:32,-10.0681,-78.1522,71.76,77,90,8.63
474,Melville,US,4/27/22 17:32,40.7934,-73.4151,57.67,39,75,16.11
475,Doka,SD,4/27/22 17:32,13.5167,35.7667,95.25,8,94,12.35
476,Zemio,CF,4/27/22 17:32,5.0314,25.1361,72.68,87,85,4.36
477,Ambunti,PG,4/27/22 17:32,-4.2365,142.8448,75.52,92,100,1.25
478,Acajutla,SV,4/27/22 17:32,13.5928,-89.8275,89.47,55,61,11.61
479,Coahuayana,MX,4/27/22 17:32,18.7333,-103.6833,91.36,36,0,7.47
480,Fukue,JP,4/27/22 17:32,32.6881,128.8419,61.86,74,87,22.19
481,Manadhoo,MV,4/27/22 17:32,5.7667,73.3833,84.56,72,32,1.43
482,Shimoda,JP,4/27/22 17:32,34.6667,138.95,64.11,82,100,20.49
483,Takikawa,JP,4/27/22 17:32,43.5528,141.9064,42.73,57,5,19.93
484,Trento,IT,4/27/22 17:32,46.0679,11.1211,64.15,59,0,3.44
485,Bambanglipuro,ID,4/27/22 17:32,-7.95,110.2833,76.87,90,100,4.25
486,Husavik,IS,4/27/22 17:32,66.0449,-17.3389,41.16,73,98,3.13
487,Kathmandu,NP,4/27/22 17:30,27.7167,85.3167,70.02,60,20,4.61
488,Norman Wells,CA,4/27/22 17:32,65.282,-126.8329,30.24,74,75,9.22
489,Ostersund,SE,4/27/22 17:32,63.1792,14.6357,36.61,64,0,10.36
490,Tezu,IN,4/27/22 17:32,27.9167,96.1667,69.96,67,37,4.36
491,Kasempa,ZM,4/27/22 17:32,-13.4584,25.8338,63.63,77,22,5.88
492,Usinsk,RU,4/27/22 17:29,65.9939,57.5281,25.84,72,100,11.65
493,Toppenish,US,4/27/22 17:32,46.3774,-120.3087,55.02,49,99,1.48
494,Avera,US,4/27/22 17:32,33.194,-82.5271,72.91,31,0,7.27
495,Vaitape,PF,4/27/22 17:32,-16.5167,-151.75,81.64,73,6,21.36
496,Trofors,NO,4/27/22 17:32,65.5333,13.4063,35.47,90,93,4.54
497,Ambovombe,MG,4/27/22 17:32,-25.1667,46.0833,69.85,68,71,13.73
498,Atar,MR,4/27/22 17:32,20.5169,-13.0499,90.36,10,0,11.74
499,Mobaye,CF,4/27/22 17:32,4.319,21.1786,71.64,84,81,2.3
500,Gualeguay,AR,4/27/22 17:32,-33.1416,-59.3097,69.39,37,0,10.38
501,Texistepeque,SV,4/27/22 17:32,14.1333,-89.5,90.97,45,20,2.3
502,Arrecife,ES,4/27/22 17:30,28.963,-13.5477,71.58,53,20,25.32
503,Kayerkan,RU,4/27/22 17:33,69.3497,87.7602,28.53,100,100,25.41
504,Port Hardy,CA,4/27/22 17:33,50.6996,-127.4199,44.6,87,75,6.91
505,Quba,AZ,4/27/22 17:33,41.3626,48.5152,57.45,79,7,4.97
506,Keita,NE,4/27/22 17:33,14.7551,5.7749,96.26,10,2,8.21
507,Imeni Poliny Osipenko,RU,4/27/22 17:33,52.4201,136.4853,23.5,90,100,4.43
508,Manokwari,ID,4/27/22 17:33,-0.8667,134.0833,78.58,78,98,3.29
509,Mahesana,IN,4/27/22 17:33,23.6,72.4,86.77,21,0,7.25
510,Otane,NZ,4/27/22 17:33,-39.8833,176.6333,51.01,89,60,2.95
511,Tulu Bolo,ET,4/27/22 17:33,8.6667,38.2167,65.43,58,67,3.67
512,Acapulco,MX,4/27/22 17:33,16.8634,-99.8901,85.82,66,0,12.66
513,Akyab,MM,4/27/22 17:33,20.15,92.9,81.39,84,22,5.26
514,San Cristobal,VE,4/27/22 17:33,7.7669,-72.225,75.38,66,96,5.68
515,Seoul,KR,4/27/22 17:31,37.5683,126.9778,51.37,66,0,2.3
516,Sulya,IN,4/27/22 17:33,12.5667,75.3833,80.55,91,21,0.38
517,Champerico,GT,4/27/22 17:33,14.3,-91.9167,91.94,63,3,8.84
518,Acobamba,PE,4/27/22 17:33,-11.3525,-75.6594,67.78,48,72,11.36
519,Floro,NO,4/27/22 17:33,61.5996,5.0328,42.87,61,75,9.22
520,Kysyl-Syr,RU,4/27/22 17:33,63.8986,122.7617,10.67,95,20,4.81
521,Kargil,IN,4/27/22 17:33,34.5667,76.1,40.39,53,1,5.53
522,Henties Bay,NA,4/27/22 17:33,-22.116,14.2845,63.99,72,18,8.61
523,Zhanaozen,KZ,4/27/22 17:33,43.3,52.8,71.89,25,84,11.83
524,Tucupita,VE,4/27/22 17:33,9.0622,-62.051,81.37,72,100,2.19
525,Atlantic City,US,4/27/22 17:33,39.3643,-74.4229,60.19,34,20,18.41
526,Kotido,UG,4/27/22 17:33,2.9806,34.1331,73.08,73,100,7.31
527,Sakaraha,MG,4/27/22 17:33,-22.9,44.5333,66.83,70,98,13.2
528,Raudeberg,NO,4/27/22 17:33,61.9875,5.1352,41.67,78,100,11.21
529,Codrington,AU,4/27/22 17:33,-38.2667,141.9667,60.62,86,100,8.28
530,Severn,US,4/27/22 17:31,39.1371,-76.6983,60.37,44,100,16.11
531,Tonj,SS,4/27/22 17:33,7.2737,28.6822,89.53,31,100,4.18
532,Ryotsu,JP,4/27/22 17:33,38.0833,138.4333,46.65,66,33,1.54
533,North Adams,US,4/27/22 17:33,42.7009,-73.1087,50.52,57,100,17.27
534,Lahat,ID,4/27/22 17:33,-3.8,103.5333,73.36,98,100,1.68
535,Bardiyah,LY,4/27/22 17:33,31.7561,25.0865,67.21,61,2,6.02
536,Safford,US,4/27/22 17:33,32.834,-109.7076,83.12,16,0,5.75
537,Kisangani,CD,4/27/22 17:33,0.5167,25.2,74.52,85,100,1.88
538,Wangaratta,AU,4/27/22 17:33,-36.3667,146.3333,61.47,94,100,4.61
539,Penzance,GB,4/27/22 17:33,50.1186,-5.5371,52.48,66,40,16.11
540,Khandyga,RU,4/27/22 17:33,62.6667,135.6,4.64,97,28,1.1
541,Mariental,NA,4/27/22 17:33,-24.6333,17.9667,76.05,26,34,4.81
542,Vestmannaeyjar,IS,4/27/22 17:33,63.4427,-20.2734,47.39,87,75,5.75
543,Goleniow,PL,4/27/22 17:33,53.5639,14.8285,55.74,47,0,12.66
544,Acara,BR,4/27/22 17:34,-1.9608,-48.1967,83.1,88,63,2.15
545,Fare,PF,4/27/22 17:34,-16.7,-151.0167,81.27,74,4,21.39
546,Nola,IT,4/27/22 17:34,40.922,14.5329,68.36,59,16,3
547,Port Keats,AU,4/27/22 17:34,-14.25,129.55,80.42,79,46,2.26
548,Ngunguru,NZ,4/27/22 17:34,-35.6167,174.5,63.34,78,63,16.2
549,Jalu,LY,4/27/22 17:34,29.0331,21.5482,87.24,10,100,15.14
550,Kawalu,ID,4/27/22 17:35,-7.3817,108.2082,74.03,95,100,2.8
551,Yanam,IN,4/27/22 17:35,16.7333,82.2167,78.64,91,17,3.13
552,Yulara,AU,4/27/22 17:35,-25.2406,130.9889,73.24,35,100,6.91
553,Bethanien,NA,4/27/22 17:35,-26.502,17.1583,74.16,25,43,9.64
554,Shiyan,CN,4/27/22 17:35,32.6475,110.7781,63.46,70,100,1.72
555,Huambo,AO,4/27/22 17:35,-12.7761,15.7392,66.07,55,83,2.53
556,San Vicente,AR,4/27/22 17:35,-26.6167,-54.1333,87.24,43,28,8.21
557,Orikum,AL,4/27/22 17:35,40.3253,19.4714,62.26,70,0,11.72
558,Mola Di Bari,IT,4/27/22 17:35,41.0609,17.0873,68.32,84,1,7.45
559,Iquitos,PE,4/27/22 17:35,-3.7481,-73.2472,87.84,66,75,5.75
560,Songea,TZ,4/27/22 17:35,-10.6833,35.65,62.78,98,85,3.24
561,Alcudia,ES,4/27/22 17:35,39.8532,3.1214,71.2,67,100,5.55
562,Panguipulli,CL,4/27/22 17:35,-39.6333,-72.3333,44.94,93,94,7.2
563,Sao Joao Da Barra,BR,4/27/22 17:35,-21.6403,-41.0511,87.89,73,1,12.08
564,Kodinsk,RU,4/27/22 17:35,58.6881,99.1844,23.13,96,31,1.36
565,Arjona,CO,4/27/22 17:35,10.2544,-75.3439,85.26,62,100,5.93
