City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Hailar,CN,49.2,119.7,37.26,70,100,8.25,overcast clouds
349,Verkhnyaya Inta,RU,65.9811,60.3094,25.3,73,88,4.5,overcast clouds
350,Zaliztsi,UA,49.7919,25.373,46,73,71,5.7,broken clouds
351,Loiza,PR,18.4313,-65.8802,84.85,58,20,13.8,few clouds
352,Arkhangelskoye,RU,55.8549,35.3287,31.24,84,34,3.06,scattered clouds
353,Punta Alta,AR,-38.8759,-62.0736,53.92,35,5,16.6,clear sky
354,Inirida,CO,3.8653,-67.9239,84.56,76,94,0.65,light rain
355,Mopti,ML,14.6667,-4,100.44,18,20,4.61,few clouds
356,Borogontsy,RU,62.6683,131.1683,11.39,99,87,3.58,overcast clouds
357,Liepaja,LV,56.5419,21.0367,40.98,81,0,8.05,clear sky
358,Sayyan,YE,15.1718,44.3244,60.98,60,27,3.76,light rain
359,Santo Amaro Da Imperatriz,BR,-27.6881,-48.7786,94.64,93,100,2.48,overcast clouds
360,Kemijarvi,FI,66.7131,27.4306,26.56,67,99,5.55,overcast clouds
361,Nerchinsk,RU,51.9833,116.5833,30.31,75,12,1.9,few clouds
362,Goundam,ML,16.4145,-3.6708,89.53,8,0,6.17,clear sky
363,Portland,US,45.5234,-122.6762,54.55,73,100,3,overcast clouds
364,Quevedo,EC,-1.0333,-79.45,78.75,83,100,3.49,light rain
365,Meulaboh,ID,4.1363,96.1285,77.68,90,26,4.16,scattered clouds
366,Saint George,US,37.1041,-113.5841,83.62,13,0,5.75,clear sky
367,Matucana,PE,-11.85,-76.4,68.27,62,90,0.83,overcast clouds
368,Cavalcante,BR,-13.7975,-47.4583,83.46,44,18,4.81,few clouds
369,Balogo,PH,10.8868,124.7105,77.31,90,85,5.21,overcast clouds
370,Lively,CA,46.4334,-81.1498,51.39,29,0,6.82,clear sky
371,Bukachacha,RU,52.9833,116.9167,30.61,74,100,5.08,overcast clouds
372,Bud,US,39.447,-86.1758,66.88,53,98,10.42,overcast clouds
373,Soyo,AO,-6.1349,12.3689,77.92,91,100,8.55,overcast clouds
374,Muisne,EC,0.6,-80.0333,78.98,82,100,11.97,light rain
375,Bongandanga,CD,1.5,21.05,70.32,94,73,1.61,broken clouds
376,Balikpapan,ID,-1.2675,116.8289,77.99,94,20,4.61,few clouds
377,Sambava,MG,-14.2667,50.1667,76.82,82,22,16.69,few clouds
378,Cubulco,GT,15.1333,-90.5833,81.41,49,69,4.74,broken clouds
379,Zhanakorgan,KZ,43.9098,67.2495,71.2,21,100,3.69,overcast clouds
380,Gushikawa,JP,26.3544,127.8686,78.8,90,75,12.66,broken clouds
381,Erzin,TR,36.9559,36.2,66.15,56,0,1.48,clear sky
382,Ambovombe,MG,-25.1667,46.0833,67.57,73,67,14.63,broken clouds
383,Takestan,IR,36.0696,49.6959,60.04,66,98,6.64,overcast clouds
384,Hami,CN,42.8,93.45,58.42,15,100,15.12,overcast clouds
385,Mbaiki,CF,3.8678,17.9892,76.95,67,85,2.8,overcast clouds
386,Mandalgovi,MN,45.7625,106.2708,32.05,32,7,15.55,clear sky
387,Kota,IN,25.1833,75.8333,94.91,13,5,14.54,clear sky
388,Seoul,KR,37.5683,126.9778,53.2,91,100,5.75,moderate rain
389,San Patricio,US,28.017,-97.5169,86.72,52,26,19.04,scattered clouds
390,Asyut,EG,27.181,31.1837,84.38,6,42,6.87,scattered clouds
391,Saint Pete Beach,US,27.7253,-82.7412,88.25,65,0,5.99,clear sky
392,Kavieng,PG,-2.5744,150.7967,82.31,75,100,7.87,overcast clouds
393,Katra,IN,32.9833,74.95,74.17,36,100,13.71,overcast clouds
394,Arkhangelsk,RU,64.5401,40.5433,32.11,43,0,4.47,clear sky
395,Korla,CN,41.7597,86.1469,51.69,57,66,11.5,broken clouds
396,Kutum,SD,14.2,24.6667,83.73,9,100,6.44,overcast clouds
397,Bar Harbor,US,44.3876,-68.2039,47.61,69,100,18.99,overcast clouds
398,Gaurnadi,BD,22.9667,90.2333,80.85,86,0,6.64,clear sky
399,Touros,BR,-5.1989,-35.4608,83.28,72,100,14.99,overcast clouds
400,Dongsheng,CN,39.8161,109.9776,49.03,47,100,14.38,overcast clouds
401,Popondetta,PG,-8.7537,148.2534,71.94,97,12,3.13,few clouds
402,Zhigansk,RU,66.7697,123.3711,7.39,98,42,7.16,scattered clouds
403,Sept-Iles,CA,50.2001,-66.3821,39.06,63,100,11.5,overcast clouds
404,Gull Lake,CA,50.1001,-108.4847,53.31,37,0,11.92,clear sky
405,Macheng,CN,31.1783,115.0319,49.35,90,2,7.9,clear sky
406,Iqaluit,CA,63.7506,-68.5145,20.93,67,75,18.41,broken clouds
407,Lucapa,AO,-8.4192,20.7447,67.8,94,100,3.15,light rain
408,Nelson Bay,AU,-32.7167,152.15,65.08,94,84,7.2,broken clouds
409,Hastings,GB,50.8552,0.5729,53.19,70,100,15.79,overcast clouds
410,Verkhnevilyuysk,RU,63.4453,120.3167,20.61,97,35,4.21,scattered clouds
411,Noumea,NC,-22.2763,166.4572,75.99,99,100,11.45,overcast clouds
412,Chegdomyn,RU,51.1167,133.0167,27.25,85,100,2.75,overcast clouds
413,Port Moresby,PG,-9.4431,147.1797,76.42,94,100,3.44,haze
414,Sorland,NO,67.667,12.6934,31.86,57,100,16.78,overcast clouds
415,Port Hedland,AU,-20.3167,118.5667,71.65,94,100,10.36,light intensity shower rain
416,Isla Mujeres,MX,21.2311,-86.731,84.16,66,6,10.4,clear sky
417,Makakilo City,US,21.3469,-158.0858,77.2,66,9,11.14,clear sky
418,Itoman,JP,26.1247,127.6694,79.18,94,75,14.97,broken clouds
419,Mazamari,PE,-11.3258,-74.5308,86.63,55,100,2.98,overcast clouds
420,Chardara,KZ,41.2547,67.9692,70.47,40,100,6.71,overcast clouds
421,Westport,US,41.1415,-73.3579,57.33,22,1,13,clear sky
422,Okhotsk,RU,59.3833,143.3,25.93,76,100,16.24,overcast clouds
423,Mutare,ZW,-18.9707,32.6709,58.71,87,100,1.21,overcast clouds
424,Lazaro Cardenas,MX,17.9583,-102.2,86.22,52,4,11.86,clear sky
425,Ati,TD,13.2154,18.3353,91.27,30,68,7.43,broken clouds
426,Manbij,SY,36.5281,37.9549,69.26,43,19,9.89,few clouds
427,Juegang,CN,32.3174,121.1855,54.91,92,100,18.95,overcast clouds
428,Grand-Lahou,CI,5.1367,-5.0242,79.81,82,96,3.98,overcast clouds
429,Jalu,LY,29.0331,21.5482,91.24,8,100,20.13,overcast clouds
430,Hudson Bay,CA,52.85,-102.3842,50.16,63,75,6.93,broken clouds
431,Mackenzie,CA,55.2999,-123.1698,43.02,56,0,3.44,clear sky
432,West Point,US,33.6076,-88.6503,80.89,27,5,5.21,clear sky
433,Zyryanka,RU,65.75,150.85,8.6,94,99,11.43,overcast clouds
434,Kedrovyy,RU,56.1667,91.8167,54.01,89,96,6.46,overcast clouds
435,Bhuban,IN,20.8833,85.8333,78.4,85,0,0.2,clear sky
436,Buala,SB,-8.145,159.5921,79.84,82,100,3.53,overcast clouds
437,Nuuk,GL,64.1835,-51.7216,32.88,100,100,32.99,overcast clouds
438,Andra,RU,62.5147,65.8878,30.65,97,100,7.78,light snow
439,Florianopolis,BR,-27.6146,-48.5012,88.83,76,20,13.8,few clouds
440,Antibes,FR,43.5624,7.1278,65.14,53,20,0,few clouds
441,Cortez,US,37.3489,-108.5859,67.69,20,100,15.7,overcast clouds
442,Srandakan,ID,-7.9386,110.2506,77.27,88,46,4.45,scattered clouds
443,Nome,US,64.5011,-165.4064,37.17,86,100,13.06,moderate rain
444,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,94,100,29.77,moderate rain
445,Qaqortoq,GL,60.7167,-46.0333,44.82,63,100,0.72,overcast clouds
446,Arona,ES,28.0996,-16.681,63.82,65,40,18.41,scattered clouds
447,Lamu,KE,-2.2717,40.902,80.58,80,32,10.38,light rain
448,Porbandar,IN,21.6422,69.6093,84,72,0,9.22,clear sky
449,Christchurch,NZ,-43.5333,172.6333,35.8,100,100,0,fog
450,Hov,NO,60.6987,10.3519,41.68,61,100,3.62,overcast clouds
451,Banyuwangi,ID,-8.2325,114.3576,74.97,91,89,4.5,overcast clouds
452,Honiara,SB,-9.4333,159.95,77.11,87,83,3.04,broken clouds
453,Abhar,IR,36.1468,49.218,58.64,68,100,1.48,overcast clouds
454,Ulaangom,MN,49.9811,92.0667,42.49,38,66,1.14,broken clouds
455,Huntly,GB,57.4474,-2.7861,53.94,77,100,2.46,overcast clouds
456,Yerbogachen,RU,61.2767,108.0108,28.35,88,99,4.76,overcast clouds
457,Samana,DO,19.2056,-69.3369,84.42,65,40,6.91,scattered clouds
458,Aljezur,PT,37.3191,-8.8033,58.91,83,0,13.58,clear sky
459,Namie,JP,37.4833,141,42.71,60,13,3.67,few clouds
460,Tateyama,JP,34.9833,139.8667,59.09,81,82,11.3,broken clouds
461,Kamenka,RU,51.3223,42.7678,45.86,62,81,6.44,broken clouds
462,Ranong,TH,9.9658,98.6348,80.22,85,91,0.94,overcast clouds
463,Marjamaa,EE,58.9039,24.4306,41.61,92,99,7.9,overcast clouds
464,Bronnoysund,NO,65.4625,12.1997,35.6,75,75,13,broken clouds
465,Bambanglipuro,ID,-7.95,110.2833,77.14,88,43,4.32,scattered clouds
466,Pastavy,BY,55.1168,26.8326,37.27,65,44,5.14,scattered clouds
467,Severnyy,RU,50.677,36.5532,55.44,41,0,2.24,clear sky
468,Wiang Sa,TH,8.6359,99.3666,78.21,89,63,1.12,broken clouds
469,Surgut,RU,61.25,73.4167,35.78,100,100,4.47,mist
470,Cabedelo,BR,-6.9811,-34.8339,79.47,75,49,14.81,scattered clouds
471,Athabasca,CA,54.7169,-113.2854,41.41,69,100,15.01,overcast clouds
472,Dhanera,IN,24.5167,72.0167,82.94,46,0,8.3,clear sky
473,Khargone,IN,21.8167,75.6,94.71,14,0,7.67,clear sky
474,Brainerd,US,46.358,-94.2008,52.09,51,100,12.64,overcast clouds
475,Puruliya,IN,23.3333,86.3667,81.03,52,0,2.15,clear sky
476,Huangmei,CN,30.1924,116.025,54.41,89,100,4.45,overcast clouds
477,Maku,IR,39.2911,44.4521,57.42,77,88,3.94,overcast clouds
478,Honningsvag,NO,70.9821,25.9704,25.45,60,100,29.95,overcast clouds
479,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,77,8,13.27,clear sky
480,Hohhot,CN,40.8106,111.6522,43.09,87,0,4.47,clear sky
481,Koundara,GN,12.4833,-13.3,97.57,19,19,3.18,few clouds
482,Khrebtovaya,RU,56.7032,104.2494,24.1,94,96,3.83,overcast clouds
483,Banda Aceh,ID,5.5577,95.3222,80.51,83,86,5.79,overcast clouds
484,Mandera,KE,3.9366,41.867,84.34,58,100,12.57,light rain
485,Todos Santos,MX,23.45,-110.2167,75.79,42,4,10.76,clear sky
486,Prado,BR,-17.3411,-39.2208,80.98,68,1,7.14,clear sky
487,Losinyy,RU,57.1386,61.0666,51.55,73,75,11.59,broken clouds
488,Neiafu,TO,-18.65,-173.9833,77.68,94,40,14.97,scattered clouds
489,Tangier,MA,35.7806,-5.8137,67.24,72,20,3.44,few clouds
490,Cockburn Town,TC,21.4612,-71.1419,78.76,50,40,9.22,scattered clouds
491,Leningradskiy,RU,69.3833,178.4167,15.55,94,100,4.18,overcast clouds
492,Tari,NG,12.4086,4.4914,92.21,29,100,10.45,overcast clouds
493,Yulara,AU,-25.2406,130.9889,75.04,35,100,6.91,overcast clouds
494,Byron Bay,AU,-28.65,153.6167,67.89,87,66,4.27,broken clouds
495,Sakit,IN,27.45,78.8167,90.86,11,3,6.29,clear sky
496,Paamiut,GL,61.994,-49.6678,36.75,93,100,19.19,light rain
497,Tagusao,PH,9.1924,117.8141,79.09,87,100,9.44,overcast clouds
498,Virginia Beach,US,36.8529,-75.978,61.05,47,0,1.01,clear sky
499,Raymond Terrace,AU,-32.75,151.75,65.08,100,40,0,scattered clouds
500,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,88.72,39,2,2.19,clear sky
501,Shache,CN,38.4167,77.2406,64.33,19,88,8.25,overcast clouds
502,Zarubino,RU,42.63,131.0922,43.9,59,100,3.47,overcast clouds
503,Kita,ML,13.0349,-9.4895,94.44,24,6,6.58,clear sky
504,Gat,IL,31.61,34.7642,71.4,63,0,3.76,clear sky
505,Moroto,UG,2.5345,34.6666,65.05,90,100,2.08,overcast clouds
506,Pandan,PH,14.0453,124.1694,79.3,90,69,9.08,broken clouds
507,Porto Santo,PT,33.072,-16.3415,62.98,72,40,13.8,scattered clouds
508,Vrangel,RU,42.7297,133.0839,45.34,49,100,4.65,overcast clouds
509,Eldorado,BR,-23.7869,-54.2836,85.3,51,95,4.63,overcast clouds
510,Sao Domingos Do Maranhao,BR,-5.5758,-44.3853,84.51,70,53,4.52,broken clouds
511,Chimbote,PE,-9.0853,-78.5783,71.29,77,74,10.07,broken clouds
512,Geraldton,AU,-28.7667,114.6,54.01,94,0,3.44,clear sky
513,Gama,ES,42.748,-4.2068,48.69,84,100,8.86,overcast clouds
514,Katsuura,JP,35.1333,140.3,59.36,83,100,9.69,overcast clouds
515,Cururupu,BR,-1.8283,-44.8683,83.75,70,100,6.15,overcast clouds
516,Palmer,US,42.1584,-72.3287,54.07,32,100,10,overcast clouds
517,Micco,US,27.8806,-80.5003,83.05,70,0,7,clear sky
518,Lilongwe,MW,-13.9669,33.7873,63.3,79,76,6.46,broken clouds
519,North Bend,US,43.4065,-124.2243,54.16,94,61,8.55,broken clouds
520,Berdigestyakh,RU,62.0989,126.6992,12.76,98,71,3.71,broken clouds
521,Clarksdale,US,34.2001,-90.5709,76.98,27,0,10.36,clear sky
522,Cherskiy,RU,68.75,161.3,15.87,96,99,9.04,overcast clouds
523,Yeniseysk,RU,58.4497,92.1703,44.96,91,100,4.45,overcast clouds
524,Kungurtug,RU,50.5994,97.5228,32.2,69,100,0.98,overcast clouds
525,Wuchang,CN,44.9143,127.15,40.39,38,4,7,clear sky
526,Supe,PE,-10.8,-77.7333,70.63,77,96,8.5,overcast clouds
527,Chowchilla,US,37.123,-120.2602,71.02,28,0,14.7,clear sky
528,Temba,ZA,-25.3803,28.2631,64.11,52,0,4.5,clear sky
529,Cidreira,BR,-30.1811,-50.2056,66.11,93,100,9.71,moderate rain
530,Vikindu,TZ,-7.0067,39.2985,76.64,83,20,4.61,light rain
531,Aflao,TG,6.116,1.1914,80.73,78,20,2.3,few clouds
532,Asfi,MA,32.2994,-9.2372,62.49,72,8,24.27,clear sky
533,Montepuez,MZ,-13.1256,38.9997,66.72,89,13,9.04,few clouds
534,Waingapu,ID,-9.6567,120.2641,75.27,84,86,3.31,overcast clouds
535,Vernon,CA,50.2581,-119.2691,56.75,33,100,3.44,overcast clouds
536,Kolvereid,NO,64.8655,11.6047,36.63,67,99,9.57,overcast clouds
537,Esso,RU,55.9333,158.7,26.49,92,67,8.12,light snow
538,Brigantine,US,39.4101,-74.3646,55.99,34,0,19.77,clear sky
539,Lazarev,RU,52.225,141.5131,27.72,73,91,14.88,overcast clouds
540,The Valley,AI,18.217,-63.0578,80.1,63,90,12.84,overcast clouds
541,Balabac,PH,7.9868,117.0645,80.24,83,100,13.11,overcast clouds
542,Zeya,RU,53.75,127.2667,27.45,56,6,3.67,clear sky
543,Shakhovskaya,RU,56.0283,35.5097,31.66,84,33,3.89,scattered clouds
544,Durango,MX,24.8333,-104.8333,78.91,9,5,4.56,clear sky
545,Atar,MR,20.5169,-13.0499,89.38,8,0,10.04,clear sky
546,Jizan,SA,17.3333,42.6667,90.75,38,2,5.53,clear sky
547,Fortuna,US,40.5982,-124.1573,58.93,70,75,4.61,broken clouds
548,Broken Hill,AU,-31.95,141.4333,64.99,48,100,9.13,overcast clouds
549,Beloha,MG,-25.1667,45.05,68.09,56,77,10.71,broken clouds
550,Nordborg,DK,55.0573,9.7408,51.69,54,41,10.36,scattered clouds
551,Bilma,NE,18.6853,12.9164,90.57,9,28,9.26,scattered clouds
552,Kajaani,FI,64.2273,27.7285,30.25,93,20,3.44,few clouds
553,Rawson,AR,-43.3002,-65.1023,51.37,33,47,16.04,scattered clouds
554,Delano,US,35.7688,-119.247,64.33,33,0,6.91,clear sky
555,Ambon,ID,-3.6954,128.1814,81.14,77,89,2.84,overcast clouds
556,Khash,IR,28.2211,61.2158,72.52,35,25,3.8,scattered clouds
557,Huarmey,PE,-10.0681,-78.1522,71.87,78,89,9.64,overcast clouds
558,Genhe,CN,50.7833,121.5167,29.55,80,100,3.24,overcast clouds
559,Muana,BR,-1.5283,-49.2167,87.19,62,100,4.09,overcast clouds
560,Sioux City,US,42.5,-96.4003,68.86,47,100,10,overcast clouds
561,Owensboro,US,37.7742,-87.1133,75.27,47,81,9.75,broken clouds
562,Marsabit,KE,2.3284,37.9899,63.27,89,57,4.14,broken clouds
563,Catuday,PH,16.2923,119.8062,81.41,74,100,7.99,overcast clouds
564,Tucurui,BR,-3.7661,-49.6725,80.01,90,100,2.91,overcast clouds
565,Tammisaari,FI,59.9736,23.4339,39.9,80,30,13.22,scattered clouds
566,Muli,MV,2.9167,73.5667,84.69,73,98,8.99,overcast clouds
567,Urdoma,RU,61.7533,48.5442,22.91,85,12,4.05,few clouds
568,Mount Gambier,AU,-37.8333,140.7667,62.37,67,86,6.44,overcast clouds
569,Dongkan,CN,33.9997,119.8308,48.11,88,97,7.18,overcast clouds
570,Luganville,VU,-15.5333,167.1667,78.4,89,98,6.76,overcast clouds
571,Pinega,RU,64.7001,43.3936,25.38,86,18,6.35,few clouds
572,Mae Hong Son,TH,19.3003,97.9685,82.81,57,98,1.81,overcast clouds
573,Staryy Nadym,RU,65.6118,72.6842,24.03,87,100,9.98,overcast clouds
574,Dukat,RU,62.55,155.55,22.95,98,100,8.34,overcast clouds
575,Adrar,MR,20.5022,-10.0711,81.46,9,0,5.26,clear sky
576,Hibbing,US,47.4272,-92.9377,52.39,21,0,12.66,clear sky
577,Ormara,PK,25.2088,64.6357,83.71,78,0,19.13,clear sky
578,Goderich,CA,43.7501,-81.7165,38.91,58,0,14.14,clear sky
579,Coquimbo,CL,-29.9533,-71.3436,67.48,59,0,10.98,clear sky
580,Cartagena Del Chaira,CO,1.3349,-74.8429,83.34,68,100,3.06,overcast clouds
581,Stornoway,GB,58.2093,-6.3865,53.56,62,20,10.36,few clouds
582,Mount Darwin,ZW,-16.7725,31.5838,64.53,70,83,3.78,broken clouds
583,Enid,US,36.3956,-97.8784,80.98,66,100,19.57,overcast clouds
584,Teluknaga,ID,-6.0989,106.6381,80.19,88,40,10.36,scattered clouds
585,Sisimiut,GL,66.9395,-53.6735,25.25,91,100,4.25,overcast clouds
586,Lake City,US,30.1897,-82.6393,82.62,34,0,12.66,clear sky
587,Imeni Morozova,RU,59.9757,31.0376,36.95,99,100,4.7,overcast clouds
588,Bilasipara,IN,26.232,90.2347,79.39,68,0,4.9,clear sky
589,Olinda,BR,-8.0089,-34.8553,81.59,73,86,12.71,overcast clouds
590,Bikin,RU,46.8161,134.26,33.62,72,0,1.86,clear sky
591,Buraydah,SA,26.326,43.975,72.18,57,14,5.44,few clouds
592,Farsala,GR,39.2947,22.3847,66.33,55,71,6.29,broken clouds
593,Vostok,RU,46.4856,135.8833,27.45,83,1,3.44,clear sky
594,Naze,JP,28.3667,129.4833,73.33,92,47,14.27,scattered clouds
595,Mildura,AU,-34.2,142.15,59.07,100,50,6.91,scattered clouds
596,Zdvinsk,RU,54.7021,78.661,61.99,65,100,12.93,overcast clouds
597,Elizabeth City,US,36.2946,-76.2511,64.42,40,0,4,clear sky
598,Worland,US,44.0169,-107.9554,60.67,54,100,4,overcast clouds
599,Liberty,US,31.8335,-81.5004,79.05,36,0,10.36,clear sky
600,Half Moon Bay,US,37.4636,-122.4286,64.54,60,0,24.16,clear sky
601,Conde,BR,-7.2597,-34.9075,78.26,94,40,9.22,scattered clouds
602,Rantauprapat,ID,2.1,99.8333,74.41,97,100,2.3,overcast clouds
603,Novoagansk,RU,61.9449,76.6625,36.36,100,100,3.09,overcast clouds
604,Wadi Maliz,TN,36.4681,8.5495,64.33,52,100,4.9,light rain
605,Zhezkazgan,KZ,47.8043,67.7144,60.15,33,100,9.82,overcast clouds
606,Camacha,PT,33.0833,-16.3333,60.22,72,40,13.8,scattered clouds
607,Lata,PT,40.1629,-8.3327,61.81,67,46,4.61,scattered clouds
608,Enshi,CN,30.3,109.4833,59.05,91,91,1.95,overcast clouds
609,Inongo,CD,-1.95,18.2667,73.44,88,9,1.07,clear sky
610,Santa Cruz Cabralia,BR,-16.2781,-39.0247,80.06,71,5,6.98,clear sky
611,Shelburne,CA,44.0787,-80.2041,50.76,28,0,13.27,clear sky
612,Pangkalanbuun,ID,-2.6833,111.6167,74.84,98,98,0.94,overcast clouds
613,Boueni,YT,-12.9025,45.0761,82.38,73,95,14.99,overcast clouds
614,Kerema,PG,-7.9631,145.7785,76.84,87,100,2.28,overcast clouds
615,Nishihara,JP,26.1842,127.7558,78.46,94,75,14.97,broken clouds
616,Zhoucheng,CN,35.9122,116.3117,43.3,94,0,5.91,clear sky
617,Zhicheng,CN,30.2956,111.5047,49.32,92,4,2.28,clear sky
618,Mogadishu,SO,2.0371,45.3438,83.71,73,100,13.56,overcast clouds
619,San Luis Rio Colorado,MX,32.4631,-114.7767,84.9,15,0,6.53,clear sky
620,Lima,PE,-12.0432,-77.0282,69.39,67,47,1.01,scattered clouds
621,Kisangani,CD,0.5167,25.2,74.77,85,99,3.04,overcast clouds
622,Rundu,NA,-17.9333,19.7667,71.4,47,67,4.12,broken clouds
623,Magole,TZ,-6.3667,37.3667,68.72,96,45,2.64,scattered clouds
624,Morondava,MG,-20.2833,44.2833,77.07,58,0,8.79,clear sky
625,Paoua,CF,7.2427,16.4406,74.68,70,45,1.21,light rain
626,Whyalla,AU,-33.0333,137.5833,67.66,64,100,2.84,overcast clouds
627,Winnemucca,US,40.973,-117.7357,60.85,12,0,19.57,clear sky
628,Pokhara,NP,28.2333,83.9833,74.73,36,2,6.58,clear sky
629,Sibu,MY,2.3,111.8167,74.5,97,100,2.28,overcast clouds
630,Salamanca,ES,40.8333,-6,56.98,83,8,8.7,clear sky
631,Dicabisagan,PH,17.0818,122.4157,78.71,89,29,5.3,scattered clouds
632,Kisanga,TZ,-7.4362,37.7034,71.64,95,58,4,broken clouds
633,Le Port,RE,-20.9373,55.2919,75.61,70,55,8.46,broken clouds
634,Anadyr,RU,64.75,177.4833,13.41,97,100,4.59,overcast clouds
635,Olafsvik,IS,64.8945,-23.7142,45.46,79,59,8.5,broken clouds
636,Itaberaba,BR,-12.5275,-40.3069,85.68,42,97,8.66,overcast clouds
637,Bestobe,KZ,52.4994,73.0975,61.25,44,100,10.78,overcast clouds
638,Khani,GE,41.9563,42.9566,47.77,95,100,3.29,overcast clouds
639,Nichinan,JP,31.6,131.3667,67.64,99,100,1.99,light rain
640,Bundaberg,AU,-24.85,152.35,65.21,99,89,1.99,overcast clouds
641,Vanimo,PG,-2.6741,141.3028,77.31,88,100,2.84,overcast clouds
642,Bousse,BF,12.6606,-1.8922,93.7,24,100,6.55,overcast clouds
643,Balakhta,RU,55.38,91.6,44.65,70,54,4.68,broken clouds
644,Bardiyah,LY,31.7561,25.0865,65.88,72,0,13.85,clear sky
645,Meadow Lake,US,34.8014,-106.5436,77.85,9,0,10.42,clear sky
646,Visby,SE,57.6409,18.296,44.82,76,73,9.22,broken clouds
647,Prince Rupert,CA,54.3161,-130.3201,46,71,59,5.26,broken clouds
648,Alta Floresta,BR,-9.8756,-56.0861,94.82,46,40,5.75,scattered clouds
649,Regeneracao,BR,-6.2378,-42.6883,82.18,74,99,3.18,overcast clouds
650,Iquitos,PE,-3.7481,-73.2472,81.77,90,100,3.8,overcast clouds
651,Vila,PT,42.0304,-8.1588,59.88,78,21,4.21,few clouds
652,Toora-Khem,RU,52.4675,96.11,36.75,69,84,1.77,broken clouds
653,Portobelo,PA,9.55,-79.65,80.11,90,100,9.71,overcast clouds
654,Vestmannaeyjar,IS,63.4427,-20.2734,47.08,74,13,5.17,few clouds
655,Kokstad,ZA,-30.5472,29.4241,49.1,60,0,5.21,clear sky
656,Faya,SA,18.3851,42.4509,66.58,41,0,2.57,clear sky
657,Yzeure,FR,46.5644,3.355,60.12,73,100,3.11,overcast clouds
658,Kitui,KE,-1.367,38.0106,64.09,95,84,2.93,light rain
659,Vysokogornyy,RU,50.1167,139.15,21.15,84,100,6.04,overcast clouds
660,Hervey Bay,AU,-25.2986,152.8535,67.01,93,87,5.99,light rain
661,Scarborough,GB,54.2797,-0.4044,44.78,77,100,1.01,overcast clouds
662,Kavaratti,IN,10.5669,72.642,84.92,75,100,4.61,overcast clouds
663,Agadir,MA,30.4202,-9.5982,68.45,51,47,3.62,scattered clouds
664,Dunedin,NZ,-45.8742,170.5036,51.8,86,1,1.01,clear sky
665,Acapulco,MX,16.8634,-99.8901,88.68,51,0,11.18,clear sky
666,Ajdabiya,LY,30.7554,20.2263,86.83,10,0,23.44,clear sky
667,Ahipara,NZ,-35.1667,173.1667,56.53,88,9,7.25,clear sky
668,Gorontalo,ID,0.5412,123.0595,75.67,90,98,1.88,overcast clouds
669,Marawi,PH,7.9986,124.2928,69.89,91,100,2.24,overcast clouds
670,Marzuq,YE,14.4,46.4667,72.88,56,14,4.61,few clouds
671,Talcahuano,CL,-36.7167,-73.1167,56.35,52,1,9.86,clear sky
672,Tarakan,ID,3.3,117.6333,79.57,79,99,0.67,overcast clouds
673,Las Margaritas,MX,16.3167,-91.9833,74.97,55,96,6.35,overcast clouds
674,Pacific Grove,US,36.6177,-121.9166,64.42,69,40,10.36,scattered clouds
675,Impfondo,CG,1.6381,18.0667,71.73,96,99,3.18,light rain
676,Santo Antonio Do Sudoeste,BR,-26.0736,-53.7253,80.67,59,68,4.18,broken clouds
677,Verkhoyansk,RU,67.5447,133.385,-2.34,100,86,0.96,overcast clouds
678,Ginda,IN,30.6945,78.4932,63.68,31,80,7.7,broken clouds
679,Bonavista,CA,48.6499,-53.1147,39.31,82,100,8.37,overcast clouds
680,Bilibino,RU,68.0546,166.4372,21.94,93,100,2.77,overcast clouds
681,Cascais,PT,38.6979,-9.4215,63.93,69,20,28.77,few clouds
682,Teguldet,RU,57.3064,88.1667,49.93,80,100,8.57,light rain
683,Hambantota,LK,6.1241,81.1185,77.34,100,40,5.75,scattered clouds
684,Beringovskiy,RU,63.05,179.3167,19.06,97,85,7.25,overcast clouds
685,Ramos Arizpe,MX,25.55,-100.9667,87.94,25,0,10.69,clear sky
686,Zima,RU,53.9202,102.0442,37.54,97,100,4.63,overcast clouds
